"CP ITEM_NO","DIMENSIONS","QTY AVAIL"
"HO1938","BLK/PINK/XS/*",1
"HO1939","BLK/FLORAL/L/*",1
"HO1939","BLK/FLORAL/XS/*",1
"HO1940","BLK/AQUA/L/*",2
"HO1944","TEAL/FLOURO/0-30 LBS/*",5
"HO1945","AQUA/CORAL/LG 65-90 LBS/*",7
"HO1948","BLK/YELLOW/S/*",2
"HO1948","BLK/YELLOW/XS/*",1
"HO1949","BLK/PINK/M/*",2
"HO1949","BLK/PINK/S/*",2
"HO1952","WHITE/*/*",7
"HO1955","RED/*/*",10
"HO1965","59/*/*",1
"HO1966","56/*/*",1
"HO1967","4.6/*/*",2
"HO1970","30-50 LBS/*/*",1
"HO1972","7-11/69/*",1
"HO1973","10-14/67/*",1
"HO1973","7-11/67/*",1
"NEF515","CYAN-BLK-SLIME/*/*",5
"NEF515","PINK-CORAL-TEAL/*/*",5
"NEF515","PURP-NAVY-BLUE/*/*",2
"NEF515","RASTA/*/*",4
"NEF515","YELL-MAGEN-SLIM/*/*",1
"NEF519","WHITE-BLACK/*/*",1
"NEF531","CORAL/*/*",1
"NEF531","PURPLE/*/*",1
"NEF532","PRIMARY/*/*",2
"NEF532","YELL-GRN-BLUE/*/*",2
"NEF555","LIGHT BLUE/*/*",1
"NEF555","MAGENTA/*/*",2
"NEF555","MAROON/*/*",2
"NEF555","PORT/*/*",1
"NEF555","ROSE/*/*",1
"NEF559","MAROON-CORAL/*/*",2
"NEF559","PURPLE-GREY/*/*",2
"NRTH0031","HONEY/10/*",3
"NRTH0031","HONEY/7/*",1
"NRTH0031","HONEY/8/*",1
"NRTH0038","CHOCOLATE/10/*",2
"NRTH0038","CHOCOLATE/12/*",2
"NRTH0038","CHOCOLATE/8/*",1
"NRTH0038","CHOCOLATE/9/*",2
"NRTH0040","BLACK/10/*",2
"NRTH0040","BLACK/7/*",1
"NRTH0040","BLACK/8/*",2
"NRTH0040","BLACK/9/*",2
"NRTH0042","BLACK/1/*",2
"NRTH0042","BLACK/12/*",5
"NRTH0042","BLACK/13/*",5
"NRTH0042","BLACK/4/*",10
"NRTH0042","BLACK/5/*",3
"NRTH0042","BLACK/6/*",2
"NRTH0042","BLACK/7/*",3
"NRTH0042","BLACK/PURPLE/1/*",2
"NRTH0042","BLACK/PURPLE/13/*",1
"NRTH0042","BLACK/PURPLE/2/*",2
"NRTH0042","BLACK/PURPLE/3/*",2
"NRTH0042","PINK/ BLUE/4/*",1
"NRTH0042","PURPLE PLAID/3/*",3
"NRTH0042","ROYAL BLUE/1/*",1
"NRTH0042","ROYAL BLUE/3/*",1
"NRTH0042","TURQUOISE/WHITE/3/*",1
"NRTH0043","DARK BROWN/10/*",2
"NRTH0043","DARK BROWN/12/*",2
"NRTH0043","DARK BROWN/13/*",1
"NRTH0043","DARK BROWN/8/*",1
"NRTH0043","DARK BROWN/9/*",2
"ONL1259","BLK-BLK-BLK/10/*",1
"ONL1259","BLK-BLK-BLK/12/*",1
"ROSP0005","FUSCIA/BLK/25.5/*",1
"ROSP0008","BLK/BLK/LIME/27.5/*",1
"ROSP0008","BLK/BLK/LIME/28.5/*",1
"ROSP0008","BLK/BLK/LIME/29.5/*",1
"ROSP0008","BLK/BLK/LIME/30.5/*",1
"ROSP0009","BLK/BLK/ORG/25.5/*",1
"ONL1462","BLACK/44/*",1
"ONL1462","BLUE/44/*",1
"ONL1463","BLACK/44/*",1
"ONL1465","KHAKI/42/*",1
"ONL1465","KHAKI/44/*",1
"ONL1465","LIGHT GREY/28/*",1
"ONL1469","OCEAN/44/*",1
"ONL1475","FLUOR GREEN/12/*",1
"ORAGE0019","ABSTRACT FEATHR/S/*",1
"ORAGE0019","ABSTRACT FEATHR/XS/*",1
"ORAGE0020","ICE CAP/M/*",1
"ORAGE0020","ICE CAP/XL/*",1
"ORAGE0021","ALPINE CONIFER/M/*",1
"ORAGE0021","ALPINE CONIFER/S/*",1
"ORAGE0021","GINGER/L/*",1
"ORAGE0021","GINGER/M/*",1
"ORAGE0022","GINGER/S/*",1
"ORAGE0023","BLACK/S/*",1
"ORAGE0023","BLACK/XS/*",1
"ORAGE0023","FJORD/L/*",1
"ORAGE0023","FJORD/M/*",1
"ORAGE0023","FJORD/XL/*",1
"ORAGE0024","PIRATE BLACK/L/*",1
"ORAGE0024","PIRATE BLACK/M/*",1
"ORAGE0024","PIRATE BLACK/S/*",1
"ORAGE0025","ENGLISH RED/10/*",1
"ORAGE0025","ENGLISH RED/12/*",1
"ORAGE0025","ENGLISH RED/14/*",1
"ORAGE0025","ENGLISH RED/8/*",1
"ORAGE0026","CANDY PINK/10/*",1
"ORAGE0026","CANDY PINK/12/*",1
"ORAGE0026","CANDY PINK/7/*",1
"ORAGE0026","CANDY PINK/8/*",1
"ORAGE0026","COMBO BLACK/10/*",1
"ORAGE0026","COMBO BLACK/12/*",1
"ORAGE0026","COMBO BLACK/14/*",1
"ORAGE0027","ENGLISH RED/10/*",1
"ORAGE0027","ENGLISH RED/12/*",1
"ORAGE0027","ENGLISH RED/7/*",1
"ORAGE0027","ENGLISH RED/8/*",1
"ORAGE0027","HEATHER GREY/12/*",1
"ORAGE0027","HEATHER GREY/14/*",1
"ORAGE0027","HEATHER GREY/16/*",1
"ORAGE0028","MIDNIGHT BLUE/12/*",2
"ORAGE0028","MIDNIGHT BLUE/14/*",1
"ORAGE0028","MIDNIGHT BLUE/7/*",1
"ORAGE0028","MIDNIGHT BLUE/8/*",1
"ORAGE0029","DARK MOON/10/*",2
"ORAGE0029","DARK MOON/12/*",2
"ORAGE0029","DARK MOON/14/*",2
"ORAGE0029","DARK MOON/16/*",2
"ORAGE0029","DARK MOON/7/*",1
"ORAGE0029","DARK MOON/8/*",1
"ORAGE0029","HEATHER GREY/10/*",1
"ORAGE0029","HEATHER GREY/12/*",2
"ORAGE0029","HEATHER GREY/16/*",2
"ORAGE0029","HEATHER GREY/8/*",1
"ORAGE0030","CANDY PINK/10/*",1
"ORAGE0030","CANDY PINK/12/*",1
"ORAGE0030","CANDY PINK/7/*",1
"ORAGE0030","CANDY PINK/8/*",1
"PAT1246","DOLOMITE BLUE/*/*",1
"PAT1247","ARROW RED/*/*",1
"PAT1248","ARROW RED/*/*",1
"PAT1249","VJOSA GREEN/*/*",2
"PAT1250","BIG SUR BLUE/*/*",1
"PAT1252","MARIGOLD/*/*",1
"PAT1253","MARIGOLD/*/*",1
"PAT1256","PITON PURPLE/OSFA/*",1
"PAT1258","FEATHER GREY/M/*",1
"PAT1260","WHITE/L/*",1
"PAT1260","WHITE/S/*",1
"PAT1263","MARIGOLD/L/*",1
"PAT1263","MARIGOLD/XL/*",1
"PAT1267","FEATHER GREY/L/*",1
"PAT1268","CLASSIC NAVY/L/*",1
"PAT1268","CLASSIC NAVY/M/*",1
"PAT1268","CLASSIC NAVY/S/*",1
"PAT1268","CLASSIC NAVY/XS/*",1
"PAT1269","CADET BLUE/L/*",1
"PAT1269","CADET BLUE/XL/*",1
"PAT1270","KILN PINK/L/*",1
"PAT1270","STONE BLUE/L/*",1
"PAT1270","STONE BLUE/S/*",1
"PAT1271","KASTANOS BROWN/XL/*",2
"PAT1272","FORGE GREY/L/*",1
"PAT1272","FORGE GREY/M/*",1
"PAT1272","FORGE GREY/S/*",1
"PAT1272","FORGE GREY/XL/*",1
"PAT1272","HOWL/STONE BLUE/L/*",2
"PAT1272","STONE BLUE/M/*",1
"PAT1273","OXIDE RED/L/*",1
"PAT1273","OXIDE RED/M/*",2
"PAT1273","OXIDE RED/S/*",1
"PAT1273","SEDIMENT/3 XL/*",1
"PAT1273","SEDIMENT/L/*",2
"PAT1273","SEDIMENT/M/*",1
"PAT1273","SEDIMENT/XL/*",1
"PAT1273","SEDIMENT/XXL/*",2
"PRN948","PEACH GERBERAS/M/*",1
"PRN948","PEACH GERBERAS/S/*",1
"PRN948","PEACH GERBERAS/XS/*",1
"PRN948","WHITE/L/*",1
"PRN950","GREEN MIRAGE/L/*",1
"PRN950","GREEN MIRAGE/XL/*",1
"PRN950","PINK MIRAGE/M/*",1
"PRN957","WHITE/S/*",1
"PRN960","CHAR HETHER STR/XS/*",1
"PRN961","BLACK POP/XS/*",1
"PRN961","CARMINE DESRT G/XS/*",1
"PRN962","CARMINE DESERT/XS/*",1
"PRN963","BLACK POP/M/*",2
"PRN963","BLACK POP/S/*",1
"PRN963","BLACK POP/XS/*",1
"PRN965","MUD/42/*",1
"PRN969","CHARCOAL HEATHR/XL/*",1
"PRN972","MULLED WINE/L/*",1
"PRN973","SCORCHED BROWN/XL/*",1
"PRN974","RHUBARB/M/*",2
"PRN974","RHUBARB/S/*",1
"RATOMICKIDS-1","120/*/*",13
"RATOMICKIDS-1","130/*/*",17
"RATOMICKIDS-1","140/*/*",9
"RATOMICKIDS-2","100/*/*",5
"RATOMICKIDS-2","110/*/*",10
"RATOMICKIDS-2","70/*/*",2
"RATOMICKIDS-2","80/*/*",3
"RATOMICKIDS-2","90/*/*",3
"RB05","COCONUT BERRY/*/*",6
"RB05","CRANBERRY/*/*",11
"RB05","KIWI TWIST/*/*",24
"RB05","ORANGE/*/*",4
"RB05","TROPICAL/*/*",24
"RB06","BLUEBERRY/*/*",30
"RBOARDBIND-2015","M-L/*/*",44
"RBOARDBIND-2015","S-M/*/*",27
"RBOARDBIND-2015","YTH-XS/*/*",7
"RBOARDBIND-2018","BLACK/M/*",14
"ROM136","146/*/*",1
"ROM138","100/*/*",1
"ROM138","110/*/*",1
"ROM138","120/*/*",1
"ROM138","125/*/*",1
"ROM140","BEER/S/M/*",1
"ROM143","BLACK/S/*",1
"ROM144","BLACK/XS/*",1
"ROM146","BLACK/1/*",1
"ROM146","BLACK/12/*",1
"ROM146","BLACK/13/*",1
"ROM146","BLACK/2/*",1
"ROM146","BLACK/3/*",1
"ROM146","BLACK/4/*",1
"ROM147","149/*/*",1
"ROM147","152/*/*",1
"ROM147","155/*/*",2
"ROM148","144/*/*",2
"ROM148","147/*/*",2
"ROM148","150/*/*",1
"KILT0029","BLACK/XXL/*",1
"KILT0030","BLUE/M/*",1
"KILT0030","BLUE/S/*",1
"KILT0031","DENIM/10/*",1
"KILT0031","DENIM/16/*",1
"KILT0031","DENIM/18/*",1
"KILT0031","DENIM/8/*",1
"KILT0032","DARK RED/10/*",1
"KILT0032","DARK RED/6/*",1
"KILT0032","DARK RED/8/*",1
"KILT0032","FUCHSIA/10/*",2
"KILT0032","FUCHSIA/12/*",1
"KILT0032","FUCHSIA/14/*",1
"KILT0032","FUCHSIA/6/*",1
"KILT0034","BLACK/10/*",1
"KILT0035","PLUM/10/*",1
"KILT0035","PLUM/16/*",1
"KILT0035","WHITE/10/*",1
"KILT0035","WHITE/4/*",1
"KILT0035","WHITE/6/*",1
"KILT0035","WHITE/8/*",1
"KILT0036","DARK NAVY/12/*",1
"KILT0036","DARK NAVY/14/*",1
"KILT0036","DARK NAVY/16/*",1
"KILT0037","PLUM/10/*",1
"KILT0037","PLUM/6/*",1
"KILT0039","OFF WHITE/12/*",1
"KILT0039","OFF WHITE/14/*",1
"KILT0039","OFF WHITE/20/*",1
"KILT0040","BLACK/10/*",1
"KILT0040","BLACK/6/*",1
"KILT0041","BLACK/8/*",1
"KILT0042","DARK NAVY/10/*",1
"KILT0042","TURQUOISE/10/*",2
"KILT0042","TURQUOISE/14/*",1
"KILT0042","TURQUOISE/8/*",1
"KILT0043","GREY MELANGE/14/*",1
"KILT0043","GREY MELANGE/8/*",1
"KILT0043","LIME/10/*",1
"KILT0043","LIME/12/*",1
"KILT0043","LIME/16/*",1
"NAT0010","JADE/*/*",4
"NAT0010","RED/*/*",2
"NAT0010","YELLOW/*/*",1
"NEX100","NAVY/36-D/*",1
"NEX101","BLACK/32-B/C/*",1
"NEX101","BLACK/36-B/C/*",1
"NEX102","NAVY/L/*",1
"NEX102","NAVY/S/*",1
"NEX103","MULTI/L/*",1
"NEX103","MULTI/M/*",2
"NEX103","MULTI/S/*",1
"NEX103","MULTI/XS/*",1
"NEX104","BLACK/L/*",1
"NEX105","BLACK/L/*",1
"NEX105","NAVY/XL/*",1
"NEX106","BLACK/S/*",1
"NHS0001","BLACK/144MM/*",1
"NHS0002","BLACK/149MM/*",1
"NHS0003","SLVER/MT BLK/149MM/*",1
"NHS0004","SILVER/RED/144MM/*",1
"NHS0006","SILV/BLK/149MM/*",1
"NHS0006","SILV/RED/144MM/*",1
"NHS0011","53MM/*/*",1
"NHS0012","GREEN/52MM/*",1
"NHS0013","RED/56MM/*",1
"NHS0014","RED/53MM/*",1
"NHS0015","NATURAL/53MM/*",1
"NHS0016","NATURAL/53MM/*",1
"NHS0017","BLACK/*/*",1
"NHS0021","BLACK/*/*",38
"ONL1571","WHITE/M/*",2
"ONL1571","WHITE/XL/*",1
"ONL1574","GRAPHITE/12/*",1
"ONL1574","WATERMELON/10/*",1
"ONL1574","WATERMELON/12/*",1
"ONL1574","WATERMELON/14/*",1
"ONL1574","WATERMELON/16/*",2
"ONL1574","WATERMELON/4/*",1
"ONL1576","CLEAN GREEN/2/*",1
"ONL1578","BLACK OUT/L/*",1
"ONL1579","BLACK/PINK/L/*",1
"ONL1579","BLACK/PINK/M/*",1
"ONL1579","BLACK/PINK/S/*",1
"ONL1579","BLACK/PINK/XS/*",1
"ONL1581","DRESDEN BLUE/M/*",1
"ONL1581","FOREST NIGHT/M/*",1
"ONL1582","DRESDEN BLUE/M/*",1
"ONL1582","DRESDEN BLUE/S/*",1
"ONL1584","ASPHALT/L/*",1
"ONL1585","BLUEAOP/BLUE/L/*",1
"ONL1585","BLUEAOP/BLUE/S/*",1
"ONL1585","GREEENAOP/GREEN/S/*",1
"ONL1585","GREEENAOP/GREEN/XL/*",1
"ONL1586","GREYAOP/WHITE/L/*",1
"ONL1586","GREYAOP/WHITE/S/*",1
"ONL1586","GREYAOP/WHITE/XL/*",1
"ONL1587","BLACKAOP/PINK/L/*",1
"ONL1587","BLACKAOP/PINK/M/*",1
"ONL1587","BLACKAOP/PINK/S/*",1
"ONL1587","BLACKAOP/PINK/XS/*",1
"ONL1588","POWDER WHITE/L/*",1
"ONL1588","POWDER WHITE/M/*",1
"ORAG0007","TAWNY/S/*",1
"ORAG0014","BLACK/14/*",1
"ORAG0014","INDIGO/10/*",1
"ORAG0014","INDIGO/14/*",1
"ORAGE0016","GINGER/M/*",1
"ORAGE0016","GINGER/XL/*",1
"ORAGE0017","PIRATE BLACK/S/*",1
"ORAGE0017","SNOWFLAKES/M/*",1
"ORAGE0017","SNOWFLAKES/S/*",1
"ORAGE0017","SNOWFLAKES/XS/*",1
"ORAGE0018","ABSTRACT FEATHE/M/*",1
"PAT1388","DOLIMITE BLUE/XL/*",1
"PAT1388","SEDIMENT/S/*",1
"PAT1388","SEDIMENT/XS/*",1
"ROX1153","TRUE BLACK/*/*",1
"ROX1177","CROWN BLUE/10/M/*",1
"ROX1177","CROWN BLUE/12/L/*",1
"ROX1177","CROWN BLUE/14/XL/*",1
"ROX1179","TRUE BLACK/12/L/*",1
"ROX1180","SHELL PINK/L/12/*",1
"ROX1180","SHELL PINK/M/10/*",2
"ROX1180","SHELL PINK/S/8/*",1
"ROX1180","SHELL PINK/XL/14/*",2
"ROX1181","BRTWHT/PINESKY/L/*",1
"ROX1182","DUSTY CEDAR/L/*",1
"ROX1182","DUSTY CEDAR/M/*",1
"ROX1182","DUSTY CEDAR/S/*",1
"ROX1182","EGRET/XS/*",1
"ROX1183","HTHERGREYJAQURD/L/*",1
"ROX1183","HTHERGREYJAQURD/S/*",1
"ROX1184","CROWN BLUE/L/*",1
"ROX1184","CROWN BLUE/S/*",1
"ROX1184","DUSTY CEDAR/M/*",1
"ROX1184","DUSTY CEDAR/S/*",1
"ROX1184","DUSTY CEDAR/XS/*",1
"ROX1185","DUSTY CEDAR/M/*",1
"ROX1185","DUSTY CEDAR/XS/*",1
"ROX1185","POWDER BLUE/S/*",1
"ROX1186","CROWN BLUE/L/*",1
"ROX1186","CROWN BLUE/M/*",1
"ROX1186","CROWN BLUE/XS/*",1
"ROX1186","DUSTY CEDAR/L/*",1
"RVOLKLSKI-2012","135/*/*",9
"RVOLKLSKI-2012","142/*/*",20
"RVOLKLSKI-2012","149/*/*",9
"RVOLKLSKI-2012","156/*/*",9
"RVOLKLSKI-2012","163/*/*",8
"RVOLKLSKI-2012","170/*/*",5
"RVOLKLSKI-2012","177/*/*",4
"RVOLKLSKI-2015","130/*/*",5
"RVOLKLSKI-2015","137/*/*",5
"RVOLKLSKI-2015","144/*/*",5
"RVOLKLSKI-2015","151/*/*",10
"RVOLKLSKI-2015","158/*/*",10
"RVOLKLSKI-2015","165/*/*",9
"RVOLKLSKI-2015","172/*/*",5
"ASTR0003","NAVY-WHT/9/*",1
"ASTR0005","CHARCOAL GREY/9/*",1
"ASTR0006","GREY/GREY/9/*",1
"ASTR0006","NAVY/GREY/13/*",1
"ASTR0006","NAVY/GREY/9.5/*",1
"ASTR0007","NAVY/GREEN/10/*",2
"ASTR0007","NAVY/GREEN/11/*",2
"ASTR0007","NAVY/GREEN/12/*",1
"ASTR0007","NAVY/GREEN/9/*",1
"ASTR0008","RED/RED/10/*",1
"ASTR0008","RED/RED/8/*",1
"ASTR0008","RED/RED/9/*",1
"ASTR0008","TURQUOISE/NAVY/10/*",1
"ASTR0008","TURQUOISE/NAVY/6/*",1
"ASTR0008","TURQUOISE/NAVY/7/*",1
"ASTR0008","TURQUOISE/NAVY/9/*",1
"ASTR0008","TURQUOISE/NAVY/9.5/*",1
"BEL045","BLACK/*/*",3
"BEL045","RED/*/*",3
"BEL046","RED/*/*",2
"BEL068","PINK/*/*",1
"BEL070","BLUE/*/*",1
"BIL0329","APPLE BUTTER/L/*",1
"BIL0329","APPLE BUTTER/S/*",1
"BIL0329","DARK DENIM/L/*",1
"BIL0331","PUFFIN ORANGE/L/*",1
"BIL0331","PUFFIN ORANGE/M/*",2
"BIL0331","PUFFIN ORANGE/S/*",1
"BIL0332","AZTEC BLUE/L/*",1
"BIL0332","AZTEC BLUE/M/*",1
"BIL0332","NAVY BLAZER/L/*",1
"BIL0332","NAVY BLAZER/M/*",1
"BIL0332","NAVY BLAZER/XL/*",1
"BIL0333","PEACH/L/*",2
"BIL0333","PEACH/M/*",2
"BIL0333","PEACH/XL/*",1
"BIL0335","OFF BLACK/L/*",1
"BIL0335","OFF BLACK/M/*",2
"BIL0335","OFF BLACK/S/*",1
"BIL0336","CHARCOAL/L/*",1
"BIL0336","CHARCOAL/M/*",1
"BIL0336","CRANBERRY/M/*",1
"BIL0337","ASH HEATHER/L/*",2
"BIL0337","ASH HEATHER/S/*",1
"BIL0337","ASH HEATHER/XL/*",1
"BIL0338","ATHLETIC HEATHR/L/*",1
"BIL0339","BLACK/XXL/*",1
"BIL0339","ROCK/XL/*",1
"BIL0340","ALPINE/L/*",1
"CRK033","BROWN/*/*",2
"DAB255","DAZZ BLU/WHT/24.5/*",1
"DAB258","TRANS-BLK/20.5/*",1
"DAB258","TRANS-BLK/22.5/*",1
"DAB259","TRANS-WHITE/16.5/*",2
"DAB267","BLK TRANS/BLK/30.5/*",1
"DAB268","BLK TRANS/BLK/29.5/*",1
"DAB268","BLK TRANS/BLK/30.5/*",1
"DAB268","BLK TRANS/BLK/31.5/*",1
"DAB269","BLKTRANS/BLK/24.5/*",1
"DAB270","BLK TRANS/BLK/27.5/*",1
"DAB275","TRANS-BLK/15.5/*",1
"DAB279","BLUE/BLK/28.5/*",1
"DAB280","AVIO/AVIO/265/*",2
"DAB280","AVIO/AVIO/275/*",1
"DAB280","AVIO/AVIO/285/*",1
"DAB280","AVIO/AVIO/295/*",1
"DAB281","BLK/BLK/23.5/*",1
"DAB281","BLK/BLK/25.5/*",1
"DAB281","BLK/BLK/26.5/*",1
"DYN852","115/*/*",1
"DYN853","93/*/*",1
"HES210","BLACK/6/*",1
"HES210","BLACK/8/*",1
"HES211","BLACK/5/*",1
"HES211","BLACK/7/*",1
"HES211","BLACK/9/*",1
"HES212","BLACK/10/*",1
"HES212","BLACK/8/*",1
"HES212","BLACK/9/*",2
"HES213","BLACK/BLACK/10/*",2
"HES213","BLACK/BLACK/11/*",1
"HES213","BLACK/BLACK/6/*",1
"HES214","GREY/3/*",1
"HES214","GREY/4/*",1
"HES214","GREY/5/*",1
"HES214","GREY/6/*",1
"HES215","BLACK/5/*",1
"HES215","BLACK/6/*",1
"HES215","BLACK/7/*",1
"HH0012","GRENADINE/L/*",1
"HH0012","GRENADINE/XL/*",1
"HH0012","OLYMPIAN BLUE/M/*",1
"HH0012","OLYMPIAN BLUE/XL/*",1
"HH0012","SWEET LIME/L/*",1
"HH0013","GRAPHITE BLUE/L/*",1
"HH0013","GRAPHITE BLUE/XL/*",1
"HH0013","GRAPHITE BLUE/XXL/*",1
"HH0013","GRENADINE/XL/*",1
"HH0013","GRENADINE/XXL/*",1
"HH0014","GRAPHITE BLUE/S/*",1
"HH0014","WHITE/L/*",1
"HH0014","WHITE/XS/*",1
"HH0015","BLACK/XS/*",1
"HH0015","PERSIAN RED/S/*",1
"HH0016","BLACK/L/*",1
"HH0016","GRENADINE/L/*",1
"HH0016","GRENADINE/M/*",1
"HH0017","BLACK/L/*",1
"HH0017","BLACK/XL/*",1
"HH0018","OLYMPIAN BLUE/L/*",1
"HH0018","OLYMPIAN BLUE/XL/*",1
"HH0019","BLACK/L/*",1
"HH0019","BLACK/M/*",1
"HH0019","WILD ROSE/M/*",1
"HH0019","WILD ROSE/S/*",1
"NEF406","KHAKI/*/*",1
"NEF406","MAGENTA/*/*",1
"NEF406","OLIVE/*/*",1
"QCK0135","ANTHRACITE/M/*",1
"QCK0135","ANTHRACITE/XL/*",1
"QCK0135","BLUE RADIANCE/S/*",2
"QCK0135","BLUE RADIANCE/XXL/*",1
"QCK0135","DARK DENIM/S/*",1
"QCK0135","DARK DENIM/XL/*",2
"QCK0135","DARK DENIM/XXL/*",2
"RAF0006","BLACK/11/*",1
"RAF0006","BLACK/12/*",1
"RENTBIKE2016-1","BLUE/15.5/11516",1
"RENTBIKE2016-1","BLUE/15.5/21516",1
"RENTBIKE2016-1","BLUE/17.5/31716",1
"RENTBIKE2016-1","BLUE/17.5/41716",1
"RENTBIKE2016-1","BLUE/19/51916",1
"RENTBIKE2016-1","BLUE/21/62116",1
"RENTBIKE2016-2","GOLDENAGE/14 L/71416",1
"RENTBIKE2016-2","GOLDENAGE/16 L/81616",1
"RENTBIKE2017-1","L/*/*",1
"RENTBIKE2017-1","M/*/*",1
"RENTBIKE2017-2","GREEN/15.5/*",1
"RENTBIKE2018-2","QUICKSILVER/54/*",1
"RENTBIKEHELMET14-1","HI YELLOW/UNIV/*",6
"RENTBIKEHELMET14-1","TITAN-SILVER/UNIV/*",7
"RENTBIKEHELMET16-1","BLK/CHARCOAL/UNIV XL/*",2
"RENTBIKEHELMET2017-1","BLK/BRT RED/UNIV XL/*",2
"RENTBIKEHELMET2017-2","MAT FLAME FADE/UNIV/*",3
"SAL753","BLK/QUARRY/ALOY/10/*",1
"SAL753","BLK/QUARRY/ALOY/7/*",1
"SAL753","BLK/QUARRY/ALOY/7.5/*",1
"SAL753","BLK/QUARRY/ALOY/8/*",2
"SAL753","BLK/QUARRY/ALOY/8.5/*",1
"SAL753","BLK/QUARRY/ALOY/9.5/*",1
"SAL755","QT SHADE/MAG/RD/10/*",2
"SAL755","QT SHADE/MAG/RD/6/*",1
"SAL755","QT SHADE/MAG/RD/8/*",2
"SAL755","QT SHADE/MAG/RD/8.5/*",1
"SAL755","QT SHADE/MAG/RD/9/*",1
"SAL757","STRMWTHR/ACLIME/11/*",1
"AT632","DRK BLUE/RED/21.5/*",5
"AT632","DRK BLUE/RED/22.5/*",5
"AT632","DRK BLUE/RED/23.5/*",1
"AT633","DRK BLUE/RED/19.5/*",2
"AT633","DRK BLUE/RED/20.5/*",3
"AT634","WHT/DENIM BLUE/21.5/*",2
"AT636","BLK/WHT/ADJ/*",4
"AT639","DRK RED/RED/OSFA/*",1
"AT641","BRIGHT RED/M/*",1
"AT642","RED/BRT RED/*/*",4
"AT643","BLACK/*/*",1
"AT643","RED/BRT RED/*/*",1
"AT644","BLACK/*/*",1
"AT644","RED/BRT RED/*/*",1
"AT646","BLACK/*/*",1
"AT647","RED/BRT RED/*/*",1
"AT651","142/*/*",2
"AT651","154/*/*",1
"BPAW0044","BLACK/7/*",1
"BPAW0045","STONE/6/*",1
"BPAW0046","GREY/10/*",1
"BPAW0046","GREY/11/*",1
"BPAW0046","GREY/9/*",1
"BPAW0047","HICKORY/7/*",1
"BPAW0048","PEWTER DISSTRES/10/*",2
"BPAW0048","PEWTER DISSTRES/11/*",1
"BPAW0050","CHESTNUT DISSTR/11/*",1
"BPAW0051","HICKORY/10/*",2
"BPAW0051","HICKORY/11/*",1
"BPAW0051","HICKORY/6/*",1
"BPAW0051","HICKORY/7/*",1
"BPAW0051","HICKORY/8/*",2
"BPAW0052","HICKORY/11/*",1
"BPAW0053","HICKORY/7/*",1
"BPAW0054","RUSSET/HICKORY/10/*",1
"BPAW0054","RUSSET/HICKORY/11/*",1
"BPAW0054","RUSSET/HICKORY/6/*",1
"BPAW0054","RUSSET/HICKORY/8/*",2
"BPAW0054","RUSSET/HICKORY/9/*",3
"BPAW0055","CHOCOLATE/10/*",2
"BPAW0055","CHOCOLATE/11/*",1
"BPAW0055","CHOCOLATE/6/*",1
"BPAW0055","CHOCOLATE/7/*",1
"CHI011","BLACK/*/*",2
"CHI041","GOLD/*/*",2
"CHI041","KHAKI/*/*",1
"CHI041","LT BROWN/*/*",1
"CHI041","RAINBOW TYE-DYE/*/*",3
"CHI041","RASTA TIE DYE/*/*",2
"CHI041","YELLOW/*/*",2
"CHI054","GOLD/*/*",1
"DAK0119","KIKI/*/*",1
"DAK0119","RED/*/*",1
"DAK0122","RED/*/*",1
"DAK0138","DARK NAVY/*/*",1
"DAK0138","ROSIE/*/*",1
"DAK0138","ZION/*/*",1
"DAK0139","RINCON/*/*",1
"DAK0140","KIKI/*/*",1
"DAK0141","SILVERTON/*/*",1
"DAK0145","SLVRTN ONYX CAN/*/*",1
"DCA014","GREY/XL/*",1
"DCA014","GREY/XXL/*",1
"DCA015","WATERMELLON/XL/*",2
"DCA017","CRIMSON/XL/*",3
"DCA017","GREY/XXL/*",1
"DCA017","NAVY/XL/*",3
"DCA017","NAVY/XXL/*",1
"DCA019","ORANGE/XXL/*",1
"DCA019","WHITE/XL/*",7
"DCA019","WHITE/XXL/*",3
"DCA020","GREY/L/*",1
"DCA020","GREY/M/*",7
"DCA020","GREY/S/*",5
"DCA020","GREY/XL/*",4
"DCA020","GREY/XXL/*",2
"DCA020","ISLAND REEF/L/*",4
"DCA020","ISLAND REEF/M/*",6
"DCA020","ISLAND REEF/S/*",7
"DCA020","ISLAND REEF/XL/*",11
"DCA020","ISLAND REEF/XXL/*",2
"DCA020","WHITE/L/*",3
"DCA020","WHITE/M/*",1
"DCA020","WHITE/S/*",4
"DCA020","WHITE/XL/*",4
"DEMOSB2018-28","157/*/*",1
"DEMOSB2018-28","158W/*/*",1
"DEMOSB2018-29","157/*/*",1
"DEMOSB2018-29","160/*/*",1
"DEMOSB2018-30","151/*/*",1
"DEMOSB2018-30","154/*/*",1
"DEMOSB2018-30","157/*/*",1
"DEMOSB2018-32","154/*/*",1
"DEMOSB2018-32","160W/*/*",1
"ELEC791","ROSE/*/*",1
"FUR321","PURPLE/*/*",1
"FUR355","CHARCOAL/*/*",3
"FUR355","LUCKY/*/*",2
"FUR355","NAVY/*/*",3
"FUR355","OLIVE/*/*",2
"FUR355","ROYAL/*/*",3
"GIR548","MATT BLACK/L/*",6
"GIR548","MATT BLACK/M/*",5
"GIR548","MATT BLACK/S/*",3
