"CP ITEM_NO","DIMENSIONS","QTY AVAIL"
"VKL703","154/*/*",1
"VKL703","168/*/*",1
"VKL704","124/*/*",1
"VKL704","131/*/*",2
"VKL705","110/*/*",1
"VKL705","120/*/*",2
"VKL706","90 MM/BLACK/*",1
"VKL708","BLK/FLORED/*/*",1
"VKL709","BLK/FLORED/*/*",2
"VKL710","BLK/FLORED/*/*",3
"VKL711","GREEN/115/*",1
"QB1364","GREY/*/*",1
"QB1376","BLACK/*/*",1
"QB1376","ORANGE/*/*",1
"QB1376","REFLECTIVE/*/*",1
"QB333","11-28T/*/*",1
"QB374","11-28T/*/*",1
"QB378","20X1.25-1.5/32MM/*",2
"QB380","27.5 X 3.0/PV/*",10
"QB506","BLACK/*/*",1
"QB667","BLUE JEANS/*/*",1
"QB675","BLACK/*/*",1
"QB766","HIGH/*/*",1
"QB766","LOW/*/*",1
"QB855","BLACK/*/*",1
"QB884","BLACK/*/*",2
"QB902","1 1-8 IN/*/*",15
"QB902","1 IN/*/*",16
"SCT510","SILVER/40/*",1
"SMOH0059","MATTE BLK FIRE/S/*",1
"STN0530","BLUE/M/*",2
"STN0532","NAVY/M/*",1
"STN0533","NAVY/L/*",1
"STN0533","NAVY/M/*",2
"STN0534","BLACK/L/*",1
"STN0535","MULTI/M/*",7
"STN0535","MULTI/S/*",1
"STN0536","WHITE/M/*",4
"STN0537","BLUE/M/*",2
"STN0537","BLUE/S/*",1
"STN0538","BLUE/M/*",2
"STN0538","BLUE/S/*",3
"STN0539","PINK/M/*",4
"STN0542","BLACK/M/*",2
"STN0546","BLACK/L/*",9
"STN0546","BLACK/M/*",1
"STN0547","GREY/L/*",8
"STN0550","BLACK/L/*",2
"STN0553","BLACK/M/*",4
"STN0553","GREY/M/*",3
"STN0555","NAVY/M/*",2
"STN0556","BLUE/M/*",4
"STN0557","RED/L/*",3
"STN0558","BLACK/L/*",3
"STN0559","MULTI/L/*",5
"STN0559","MULTI/M/*",3
"STN0560","ORANGE/M/*",6
"STN0561","LIGHT BLUE/L/*",3
"STN0562","WHITE/M/*",2
"STN0563","GREEN/M/*",4
"STN0564","PINK/M/*",6
"STN0565","RED/M/*",5
"STN0565","RED/S/*",3
"STN0568","WHITE/M/*",4
"STN0569","MULTI/M/*",1
"STN0569","MULTI/S/*",1
"STN0570","BLACK/M/*",6
"STN0571","CREAM/M/*",1
"STN0572","MULTI/L/*",4
"STN0572","MULTI/M/*",1
"STN0573","BLUE/L/*",1
"STN0574","BLACK/L/*",17
"STN0574","BLACK/M/*",12
"STN0575","BLACK/L/*",8
"STN0576","MULTI/L/*",14
"STN0576","MULTI/M/*",2
"STN0577","RED/L/*",3
"STN0577","RED/M/*",5
"STN0578","BLACK/L/*",1
"STN0578","BLACK/M/*",1
"STN0580","MULTI/M/*",4
"STN0581","BLACK/M/*",7
"STN0581","BLACK/S/*",4
"STN0583","BLACK/L/*",6
"STN0584","VIOLET/L/*",8
"STN0585","BLACK/M/*",6
"STN0585","BLACK/S/*",5
"STN0587","MAROON/M/*",5
"STN0588","SAND/M/*",2
"STN0588","SAND/S/*",2
"STN0590","NAVY/L/*",3
"STN0590","NAVY/M/*",4
"STN0591","BLACK/L/*",1
"STN0591","BLACK/M/*",6
"STN0592","GREY/M/*",3
"STN0593","WHITE/L/*",6
"STN0593","WHITE/M/*",3
"STN0594","BLACK/L/*",4
"STN0595","NATURAL/L/*",6
"STN0596","BLUE/L/*",2
"STN0596","BLUE/M/*",3
"STN0598","BLACK/M/*",5
"STN0599","PINK/M/*",5
"STN0599","PINK/S/*",4
"STN0600","BLACK/M/*",5
"STN0601","BLACK/M/*",12
"STN0601","BLACK/S/*",4
"STN0602","BLACK/L/*",8
"STN0602","BLACK/M/*",5
"STN0603","BLACK/L/*",5
"STN0603","BLACK/M/*",1
"STN0604","GREY HEATHER/L/*",4
"STN0605","MULTI/M/*",3
"TEC319","WHITE/22.5/*",1
"TEC327","27.5/*/*",1
"TEC330","BLACK/28.5/*",1
"TEC330","BLACK/30.5/*",1
"TNF0375","URBNVY/TRIPRINT/XS/*",1
"TNF0376","OLVNT YLW PRINT/XS/*",1
"TNF0378","TNF WHITE/L/*",1
"TNF0380","BRISTOL BLUE/S/*",1
"TNF0388","TNF DRK GREY/XXL/*",1
"TNF0391","PORCELAINEGREEN/S/*",1
"TNF0400","ASPHGRY/TNFBLK/*/*",1
"TNF0401","BLWINGTEAL/ASPH/*/*",1
"VKL581","128/*/*",2
"VKL585","80/*/*",1
"VKL586","BLUE/110/*",1
"VKL599","WHT/BLK/RED/*/*",1
"RVCA0128","BROWN/S-M/*",1
"RVCA0145","SILVER BLEACH/28/*",1
"SCR0147","BLK-RED-CHARCOA/*/*",1
"SCR0158","BLK/MOSS/FOR/OSFA/*",1
"SCR0164","ROSE/OSFA/*",1
"SCR0175","HAW BLUE/KHAKI/OSFA/*",1
"SCR0184","BLACK/OSFA/*",4
"SCR0184","CHARCOAL/OSFA/*",6
"SCR0184","NAVY/OSFA/*",1
"SCR0184","SILVER/OSFA/*",1
"SCR0186","ROSE/OSFA/*",1
"SCT956","BLACK/AMPLIFIER/*",1
"SCT957","BLK/GRN/AMP/*",5
"SCT957","BLK/WHT/AMP/*",5
"SCT957","GRN/BLUE/AMP/*",5
"SCT957","WHT/PINK/AMP/*",5
"SCT960","BLACK/L/*",1
"SCT961","BLACK/M/*",3
"SCT962","BLACK/XXL/*",1
"SCT963","BLACK/M/*",1
"SCT964","BLK/SILVER/L/*",1
"SCT965","BLACK/L/*",1
"SCT965","BLACK/M/*",6
"SCT965","BLACK/S/*",5
"SCT965","BLACK/XS/*",1
"SCT966","BLACK/L/*",2
"SCT966","BLACK/M/*",2
"SCT967","BLACK/L/*",5
"SCT967","BLACK/M/*",3
"SCT967","BLACK/S/*",6
"SCT967","HOT PINK/L/*",9
"SCT967","HOT PINK/M/*",8
"SCT967","HOT PINK/S/*",1
"SCT967","ROYAL BLUE/M/*",3
"SCT968","BLACK/L/*",1
"SCT968","BLACK/M/*",2
"SCT968","BLACK/XL/*",3
"SCT968","BLACK/XXL/*",2
"SCT969","BLACK-GREY/L/*",1
"SCT969","BLACK-GREY/XL/*",1
"SCT969","BLACK-GREY/XXL/*",1
"SCT970","BLACK/L/*",2
"SCT970","BLACK/M/*",4
"SCT970","BLACK/S/*",2
"SCT971","BLACK/L/*",1
"SCT971","BLACK/M/*",2
"SCT971","BLACK/S/*",2
"SCT971","BLACK/XS/*",1
"SCT972","BLACK/L/*",1
"SCT972","BLACK/XL/*",2
"SCT972","BLACK/PINK/L/*",2
"SCT973","BLACK/L/*",1
"SCT973","BLACK/XL/*",2
"SCT973","BLACK/PINK/L/*",2
"SCT973","BLACK/PINK/XL/*",1
"SCT974","BLACK/ENCHANER/*",79
"SCT975","BLK/RED/ENHANCER/*",10
"SCT975","PINK/ENHANCER/*",8
"SCT976","BLACK/100CM/40""/*",1
"SCT976","BLACK/105CM/42""/*",1
"SCT976","BLACK/85CM/34""/*",1
"SCT976","BLACK/90CM/36""/*",1
"SCT976","BLACK/95CM/38""/*",1
"SCT976","ORANGE/100CM/40""/*",2
"SCT976","ORANGE/85CM/34""/*",1
"SCT976","ORANGE/90CM/36""/*",1
"SCT976","ORANGE/95CM/38""/*",2
"SCT976","PINK/100CM/40""/*",2
"SCT976","PINK/85CM/34""/*",1
"SCT976","PINK/90CM/36""/*",1
"SCT976","PINK/95CM/38""/*",2
"TRK1060","BLACK/*/*",2
"TYR155","RED/20/GRL 5/*",1
"VOL2834","BURNT ORANGE/*/*",1
"VOL2836","WINTER ORCHID/*/*",1
"VOL2838","BRIGHT ROSE/*/*",1
"VOL2838","DEEP RED/*/*",1
"VOL2840","BRIGHT ROSE/*/*",3
"VOL2841","BLACK/*/*",19
"VOL2842","LEAD/26/*",1
"VOL2842","LEAD/28/*",1
"VOL2842","LEAD/30/*",1
"VOL2843","INDIGO/XL/*",2
"VOL2843","LEAD/XL/*",1
"VOL2844","MYRTLE GREEN/XL/*",1
"VOL2845","CHARCOAL HEATHR/26/*",1
"VOL2845","CHARCOAL HEATHR/28/*",2
"VOL2845","CHARCOAL HEATHR/30/*",1
"VOL2846","TURQUOISE/L/*",1
"VOL2846","TURQUOISE/XL/*",1
"VOL2847","DARK KHAKI/38/*",1
"VOL2847","MUSHROOM/28/*",1
"VOL2847","MUSHROOM/30/*",1
"VOL2848","GUNMETAL/28/*",1
"VOL2848","GUNMETAL/30/*",1
"VOL2851","TRUE BLUE/30/*",1
"TEV408","BLACK/11/*",1
"TEV408","BLACK/7/*",1
"TEV408","BLUE MULTI/10/*",1
"TEV408","BLUE MULTI/6/*",1
"TEV408","BLUE MULTI/7/*",1
"TEV408","BLUE MULTI/9/*",2
"TEV409","AGAVE BLK METAL/10/*",1
"TEV409","AGAVE BLK METAL/7/*",1
"TEV409","AGAVE BLK METAL/9/*",1
"TEV409","AGAVE DP MHOGNY/7/*",1
"TEV411","BLACK/12/*",2
"TEV411","BLACK/14/*",1
"TEV412","BRICK BLACK/13/*",1
"TEV412","ZOOK NAVY/10/*",1
"TNF0242","AMPARO BLUE/XL/*",1
"TNF0254","CYEN RED/RGL RD/10/*",1
"TNF0255","CSTL BLUE/PURPL/1/*",1
"TNF0255","CSTL BLUE/PURPL/4/*",1
"TNF0255","CSTL BLUE/PURPL/5/*",1
"TNF0255","CSTL BLUE/PURPL/6/*",1
"TNF0450","BLK CAMO PRINT/XL/*",1
"TNF0450","BLK CAMO PRINT/XS/*",1
"TNF0450","GRAPHITE GREY/XL/*",1
"TNF0450","GRAPHITE GREY/XS/*",1
"TNF0450","HYPER BLUE/M/*",1
"TNF0450","HYPER BLUE/S/*",1
"TNF0450","HYPER BLUE/XS/*",1
"TNF0451","GRAPHITE GREY/M/*",1
"TNF0451","GRAPHITE GREY/XL/*",1
"TNF0452","HYPER BLUE/S/*",1
"TNF0452","HYPER BLUE/XS/*",1
"TNF0452","HYPER BLUE/XXS/*",1
"TNF0452","TNF RED/S/*",1
"TNF0452","TNF RED/XS/*",1
"TNF0453","TNF BLACK/TNF W/M/*",1
"TNF0454","ATOMIC PINK/L/*",1
"TNF0454","ATOMIC PINK/S/*",1
"TNF0455","DEEP BLUE/M/*",1
"TNF0455","DEEP BLUE/S/*",1
"TNF0455","DEEP BLUE/XS/*",1
"TNF0455","ROCKET RED/S/*",1
"TNF0456","ATOMICFLORPRINT/S/*",1
"TNF0456","ROCKET RED/L/*",1
"TNF0456","ROCKET RED/S/*",1
"TNF0456","ROCKET RED/XS/*",1
"TNF0458","PHNGREY/SCARLET/10/*",1
"TNF0458","PHNGREY/SCARLET/8/*",1
"TNF0458","PHNGREY/SCARLET/8.5/*",1
"TNF0458","PHNGREY/SCARLET/9/*",2
"TNF0458","PHNGREY/SCARLET/9.5/*",1
"TNF0459","DEMIBRWN/CUBBRW/12/*",1
"TNF0459","DEMIBRWN/CUBBRW/13/*",1
"TNF0459","DEMIBRWN/CUBBRW/14/*",1
"TNF0460","COFFBRWN/KHAKI/10/*",1
"TNF0460","COFFBRWN/KHAKI/5/*",1
"TNF0460","COFFBRWN/KHAKI/6/*",1
"TNF0460","COFFBRWN/KHAKI/7/*",2
"TNF0460","COFFBRWN/KHAKI/7.5/*",1
"TNF0460","COFFBRWN/KHAKI/8/*",2
"TNF0460","COFFBRWN/KHAKI/8.5/*",1
"TNF0460","COFFBRWN/KHAKI/9/*",1
"TNF0460","COFFBRWN/KHAKI/9.5/*",1
"TNF0461","GLDBRWN/COFBRWN/10/*",2
"TNF0461","GLDBRWN/COFBRWN/7.5/*",2
"TNF0461","GLDBRWN/COFBRWN/8/*",1
"TNF0461","GLDBRWN/COFBRWN/8.5/*",1
"TNF0462","GRIFGREY/ZNCGRY/1/*",1
"TNF0462","GRIFGREY/ZNCGRY/11/*",1
"TNF0462","GRIFGREY/ZNCGRY/12/*",1
"TNF0462","GRIFGREY/ZNCGRY/13/*",2
"TNF0462","GRIFGREY/ZNCGRY/2/*",2
"TNF0462","GRIFGREY/ZNCGRY/3/*",5
"TNF0462","GRIFGREY/ZNCGRY/4/*",4
"TNF0462","GRIFGREY/ZNCGRY/6/*",1
"TNF0462","PURSAGE/DAHPURP/1/*",1
"TNF0462","PURSAGE/DAHPURP/11/*",1
"TNF0462","PURSAGE/DAHPURP/12/*",1
"TNF0462","PURSAGE/DAHPURP/13/*",2
"TNF0462","PURSAGE/DAHPURP/2/*",1
"TNF0462","PURSAGE/DAHPURP/3/*",2
"TNF0462","PURSAGE/DAHPURP/6/*",1
"TNF0463","MDPKBRWN/SIORG/3/*",1
"TNF0463","MDPKBRWN/SIORG/6/*",2
"TNF0463","MDPKBRWN/SIORG/7/*",2
"TNF0464","TNF BLACK/4/*",1
"TNF0466","URBAN NVY HTHR/L/*",2
"TNF0466","URBAN NVY HTHR/S/*",1
"TNF0466","URBAN NVY HTHR/XL/*",1
"TNF0467","CERISE PINK/M/R",1
"TNF0467","CERISE PINK/S/R",1
"TNF0467","CERISE PINK/XS/R",1
"TNF0468","GRISAIL GRY HTH/M/*",1
"TNF0468","GRISAIL GRY HTH/S/*",1
"TNF0468","GRISAIL GRY HTH/XS/*",1
"TNF0469","URBAN NAVY/L/*",1
"TNF0469","URBAN NAVY/M/*",1
"TNF0469","URBAN NAVY/S/*",1
"STN0473","BLACK/M/*",5
"STN0475","RED/M/*",9
"STN0478","GREY/L/*",4
"STN0478","GREY/M/*",3
"STN0500","RED/L/*",5
"STN0500","RED/M/*",4
"STN0503","BLACK/L/*",2
"STN0507","BURGANDY/M/*",3
"STN0511","RED/M/*",1
"STN0516","BLACK/M/*",6
"STN0516","BLACK/S/*",1
"STN0518","BLACK/M/*",15
"STN0518","BLACK/S/*",2
"STN0521","GREY/OS/*",2
"STN0522","PURPLE/L/*",4
"STN0523","BLACK/L/*",4
"STN0525","BLACK/L/*",9
"STN0525","TEAL/L/*",2
"STN0527","RED/L/*",3
"STN0527","RED/M/*",4
"STN0528","NATURAL/L/*",3
"TRK1208","MAT TREK BLK/18/*",1
"TRK1208","MAT TREK BLK/19.5/*",1
"TRK1210","BLK PEARL/20/L/*",1
"TRK1210","VIPER RED/17.5/M/*",1
"TRK1211","BLK PEARL/13/XS/*",1
"TRK1218","MAT TREK BLK/14/XS/*",1
"TRK1218","MAT TREK BLK/16/S/*",1
"TRK1219","MAT ANTHRACITE/18.5/*",1
"TRK1220","SOLID CHARCOAL/56/*",1
"PAT1321","FORGE GRY X DYE/XXL/*",1
"PAT1323","ARWRED/DRCRNT X/L/*",1
"PAT1323","ARWRED/DRCRNT X/M/*",2
"PAT1323","ARWRED/DRCRNT X/S/*",1
"PAT1323","ARWRED/DRCRNT X/XL/*",1
"PAT1323","ARWRED/DRCRNT X/XS/*",1
"PAT1324","ARWRED/DRKCRNTX/M/*",2
"PAT1324","ARWRED/DRKCRNTX/S/*",1
"PAT1324","ARWRED/DRKCRNTX/XL/*",1
"PAT1325","FTHRGRY/TALGRYX/L/*",2
"PAT1325","FTHRGRY/TALGRYX/M/*",1
"PAT1325","FTHRGRY/TALGRYX/S/*",4
"PAT1325","FTHRGRY/TALGRYX/XL/*",3
"PAT1325","FTHRGRY/TALGRYX/XS/*",2
"PAT1325","FTHRGRY/TALGRYX/XXS/*",1
"PAT1326","FTHRGRY/TALGRYX/L/*",4
"PAT1326","FTHRGRY/TALGRYX/M/*",2
"PAT1326","FTHRGRY/TALGRYX/S/*",3
"PAT1326","FTHRGRY/TALGRYX/XL/*",3
"PAT1326","FTHRGRY/TALGRYX/XS/*",1
"PAT1326","FTHRGRY/TALGRYX/XXS/*",2
"PAT1328","NAVY BLUE/L/*",1
"PAT1328","NAVY BLUE/M/*",2
"PAT1328","NAVY BLUE/XL/*",1
"PAT1328","NAVY BLUE/XXL/*",2
"PAT1329","NAVY BLUE/M/*",1
"PAT1329","NAVY BLUE/XL/*",2
"PAT1329","NAVY BLUE/XXL/*",1
"PAT1330","SPICED CORAL/L/*",1
"PAT1330","SPICED CORAL/XL/*",3
"PAT1330","SPICED CORAL/XXL/*",1
"PAT1331","SPICED CORAL/L/*",2
"PAT1331","SPICED CORAL/XL/*",2
"PAT1331","SPICED CORAL/XXL/*",2
"PAT1333","STNBLUE/NEONAVY/L/*",1
"PAT1333","STNBLUE/NEONAVY/M/*",1
"PAT1333","STNBLUE/NEONAVY/XL/*",1
"PAT1334","FORGE GREY/XS/*",1
"PAT1334","FORGE GREY/XXS/*",1
"PAT1334","MATCH GREEN/M/*",1
"PAT1334","MATCH GREEN/S/*",1
"PAT1335","INK BLACK/L/*",1
"PAT1335","INK BLACK/M/*",1
"PAT1336","CAVE GREY/L/*",2
"PAT1336","CAVE GREY/M/*",1
"PAT1336","CAVE GREY/XL/*",1
"PAT1337","CLASSIC NAVY/S/*",1
"PAT1337","CLASSIC NAVY/XL/*",1
"PAT1339","BLACK/L/*",1
"PAT1339","BLACK/S/*",1
"PAT1339","TASMAN TEAL/L/*",1
"PAT1339","TASMAN TEAL/M/*",1
"PAT1339","TASMAN TEAL/XL/*",1
"PAT1340","BREAKUP BLUE/L/*",1
"PAT1340","BREAKUP BLUE/XL/*",1
"PAT1340","STICKER PINK/L/*",1
"PAT1340","STICKER PINK/M/*",1
"PAT1340","STICKER PINK/S/*",1
"PAT1340","STICKER PINK/XS/*",1
"PAT1341","BLACK/L/*",2
"PAT1341","BLACK/M/*",2
"PAT1341","BLACK/XL/*",1
"PAT1342","PORTBL/BRKUPBLU/L/*",1
"PAT1342","PORTBL/BRKUPBLU/M/*",1
"PAT1342","PORTBL/BRKUPBLU/S/*",1
"PAT1343","DRIFTER GREY/M/*",1
"PAT1343","DRIFTER GREY/S/*",1
"PAT1343","PELICAN/L/*",1
"PAT1343","PELICAN/M/*",1
"PAT1343","PELICAN/XL/*",1
"PAT1344","TASMANIAN TEAL/L/*",1
"PAT1344","TASMANIAN TEAL/M/*",1
"PAT1344","TASMANIAN TEAL/S/*",1
"PAT1346","BLACK/L/*",1
"PAT1346","BLACK/M/*",2
"PAT1346","BLACK/S/*",2
"PAT1347","BIRCH WHITE/L/*",1
"PAT1347","BIRCH WHITE/M/*",1
"PAT1347","BIRCH WHITE/S/*",1
"PAT1347","BIRCH WHITE/XL/*",1
"RATOMICADULT2","150/*/*",5
"RATOMICADULT2","157/*/*",10
"RATOMICADULT2","164/*/*",10
"RATOMICADULT2","171/*/*",5
"RATOMICADULT3","140/*/*",5
"RATOMICADULT3","146/*/*",10
"RATOMICADULT3","152/*/*",10
"ROX0969","WHITE/XS 1-4/*",1
"RVCA0196","TAN/*/*",1
"SM005","BLK/CHARCOAL/42/*",1
"SM006","BLK/CHARCOAL/36/*",1
"SM006","BLK/CHARCOAL/37/*",1
"SM006","BLK/CHARCOAL/40/*",1
"SM006","WHT CORAL/39/*",1
"SM007","CHAR/TURQ/40/*",1
"SM007","CHAR/TURQ/41/*",1
"SM008","BLK/WHITE/38/*",1
"SM008","MATTE WHITE/37/*",1
"SM008","MATTE WHITE/39/*",1
"SM008","MATTE WHITE/40/*",1
"SM008","MATTE WHITE/41/*",1
"SM009","BLACK/39/*",1
"SM009","WHITE/38/*",1
"SM009","WHITE/40.5/*",1
"SM010","MAT MIDNIGHT/M/*",1
"SM015","MT BLK DAZZLE/M/*",1
"SM016","MATT BLUE/XS/*",1
"SM017","GLACIER/XS/*",1
"SM021","MT NAVY/CHERRI/M/*",1
"SM022","MT NAVY/CHERRI/M/*",1
"SM024","RED/BLK/M/*",1
"SM027","RED/GUNMETAL/M/*",1
"SM028","MT PACIFIC/SKY/YTH 50-57CM/*",1
"SM029","172/*/*",1
"SYR0145","VOILA/*/*",2
"SYR0145","WHITE/*/*",1
"SYR0148","PIXIE/*/*",1
"SYR0148","WHITE/*/*",1
"TNF0320","INAUG BLUE/XS/R",1
"TNF0330","PETTICOAT PINK/XL/*",1
"TNF0333","TNF BLACK/XXL/*",3
"TNF0335","LT GREY HEATHER/M/*",1
"TNF0335","LT GREY HEATHER/S/*",1
"TNF0335","LT GREY HEATHER/XS/*",3
"TNF0337","GRAPHITE GREY/S/*",1
"TNF0339","TNF BLACK/L/*",1
"TYR171","BLACK/BLUE/36/*",1
"TYR180","BLACK/BLUE/*/*",1
"TYR183","XS/*/*",1
"SHI036","11-36T/*/*",2
"TNF0276","CHAR GRY/BLK/S/*",1
"TRK1243","NAVY/L/*",1
"TRK1243","NAVY/S/*",1
"TRK1243","NAVY/XS/*",1
"TRK1243","SORBET/L/*",2
"TRK1243","SORBET/M/*",1
"TRK1243","SORBET/S/*",1
"TRK1243","VIS YELLOW/XS/*",1
"TRK1250","BLUE/*/*",1
"TRK1254","BLACK/*/*",3
"TRK1254","BLUE/*/*",1
"TRK1254","GREEN/*/*",2
"TRK1254","RED/*/*",1
"TRK1259","BLACK/M/*",1
"TRK1259","BLACK/S/*",2
"TRK1259","BLACK/XL/*",1
"TRK1259","BLACK/XS/*",1
"TRK1259","BLACK/XXL/*",1
"TRK1261","BLACK/S/*",1
"TRK1261","BLACK/XS/*",1
"TRK1262","CHARCOAL/2XL/*",1
"TRK1262","CHARCOAL/L/*",1
"TRK1262","CHARCOAL/M/*",1
"TRK1262","CHARCOAL/XL/*",2
"TRK1263","VIS YELLOW/M/*",2
"TRK1263","VIS YELLOW/S/*",1
"TRK1263","WHITE/L/*",2
"TRK1263","WHITE/M/*",2
"TRK1263","WHITE/XL/*",1
"TRK1264","BLACK/RED/XL/*",1
"TRK1264","BLUEBIRD/L/*",2
"TRK1264","BLUEBIRD/XL/*",2
"TRK1264","NAVY/L/*",1
"TRK1264","VICE PINK/L/*",1
"TRK1264","VICE PINK/M/*",2
"TRK1264","VICE PINK/S/*",1
"TRK1264","WHITE/S/*",2
"TRK1264","WHITE/XL/*",1
"TRK1265","WHITE/L/*",2
"TRK1265","WHITE/M/*",2
"TRK1265","WHITE/S/*",2
"TRK1265","WHITE/XL/*",1
"TRK1266","BLACK/L/*",1
"TRK1266","BLACK/XL/*",1
"TRK1266","BLACK/XS/*",1
"TRK1280","DINSTER BLK/17.5/*",1
"TRK1281","INFARED/16/S/*",1
"TRK1303","NAVY/L/*",1
"TRK1303","NAVY/M/*",1
"TRK1303","NAVY/S/*",1
"TRK1306","BLACK/L/*",3
"TRK1306","BLACK/M/*",3
"TRK1306","BLACK/S/*",3
"TTREE0021","BURNT CORAL/L/*",1
"TTREE0021","BURNT CORAL/M/*",1
"TTREE0021","BURNT CORAL/S/*",1
"TTREE0021","BURNT CORAL/XS/*",1
"TTREE0022","VINTAGE INDIGO/XS/*",1
"TTREE0023","BURGUNDY/M/*",1
"TTREE0024","LUNAR ROCK/XL/*",1
"TTREE0025","BURGUNDY/M/*",1
"TTREE0025","BURGUNDY/XS/*",1
"TTREE0028","OLIVE NIGHT/XXL/*",1
"TTREE0029","OLIVE NIGHT/L/*",1
"TTREE0029","OLIVE NIGHT/M/*",1
"TTREE0029","OLIVE NIGHT/XS/*",1
"TTREE0030","LUNAR ROCK/S/*",1
"TTREE0032","METEORITE/XXL/*",1
"TTREE0033","ATLANTIC DEEP/L/*",1
"TTREE0033","ATLANTIC DEEP/XXL/*",1
"TTREE0034","OLIVE NIGHT/M/*",1
"TTREE0034","OLIVE NIGHT/S/*",1
"TTREE0036","SUNSET/SHARK/OSFA/*",2
"TTREE0037","BURNT CORAL/M/*",2
"TTREE0037","BURNT CORAL/S/*",1
"TTREE0037","BURNT CORAL/XS/*",1
"WHT615","BLACK/3T/*",2
"SWAP212","C/*/*",1
"SWAP212","D/*/*",1
"SWAP212","E/*/*",1
"SWAP212","F/*/*",1
"SWAP213","A/*/*",1
"SWAP213","B/*/*",1
"SWAP213","C/*/*",1
"SWAP213","D/*/*",1
"SWAP213","E/*/*",1
"SWAP213","F/*/*",1
"SWAP214","A/*/*",1
"SWAP214","B/*/*",1
"SWAP214","C/*/*",1
"SWAP214","D/*/*",1
"SWAP214","E/*/*",1
"SWAP214","F/*/*",1
"SWAP215","A/*/*",1
"SWAP215","B/*/*",1
"SWAP215","C/*/*",1
"SWAP215","D/*/*",1
"SWAP215","E/*/*",1
"SWAP215","F/*/*",1
"SWAP216","A/*/*",1
"SWAP216","B/*/*",1
"SWAP216","C/*/*",1
"SWAP216","D/*/*",1
"SWAP216","E/*/*",1
"SWAP216","F/*/*",1
"SWAP217","A/*/*",1
"SWAP217","B/*/*",1
"SWAP217","C/*/*",1
"SWAP217","D/*/*",1
"SWAP217","E/*/*",1
"SWAP217","F/*/*",1
"SWAP218","A/*/*",1
"SWAP218","B/*/*",1
"SWAP218","C/*/*",1
"SWAP218","D/*/*",1
"SWAP218","E/*/*",1
"SWAP218","F/*/*",1
"SWAP219","A/*/*",1
"SWAP219","B/*/*",1
"SWAP219","C/*/*",1
"SWAP219","D/*/*",1
"SWAP219","E/*/*",1
"SWAP219","F/*/*",1
"SWAP220","A/*/*",1
"SWAP220","B/*/*",1
"SWAP220","C/*/*",1
"SWAP220","D/*/*",1
"SWAP220","E/*/*",1
"SWAP220","F/*/*",1
"SYNC007","BLACK/*/*",1
"THIR0097","BLACK/6/*",1
"THIR0099","BLACK/6C/*",1
"THIR0104","BROWN/14/*",1
"THIR0105","BLACK/14/*",1
"THIR0106","BLACK/12/*",1
"THIR0106","BLACK/13/*",1
"THIR0106","BLACK/14/*",1
"THIR0106","BLACK/8/*",1
"TNF0346","FROST GREY/IRON/7/*",1
"TNF0347","FROST GRY/VIOLE/2/*",2
"TNF0347","FROST GRY/VIOLE/3/*",1
"TNF0347","FROST GRY/VIOLE/6/*",2
"TNF0347","FROST GRY/VIOLE/7/*",1
"TNF0359","FOXGLOVE/LAVEND/XS/*",1
"TNF0361","COLLR BLU/STELL/L/*",1
"TNF0361","COLLR BLU/STELL/M/*",2
"TNF0362","GALAXY PURPLE/S/*",1
"TNF0363","SHADY BLUE/XXL/*",1
"TYR225","CLEAR/*/*",20
"TYR226","MINT/*/*",18
"TYR227","CLEAR/BLUE/*/*",13
"UA0002","BLACK/XXL/*",2
"UA0006","BLACK/XL/*",2
"UNIT001","STEEL GREY/L/*",1
"UNIT001","STEEL GREY/M/*",1
"UNIT001","STEEL GREY/XL/*",1
"UNIT002","STEEL GREY/L/*",1
"UNIT002","STEEL GREY/M/*",2
"UNIT002","STEEL GREY/XL/*",1
"UNIT003","TAN/OATMEAL/L/*",3
"UNIT004","GREEN/*/*",3
"UNIT005","NAVY/*/*",3
"URBG0007","YELLOW/*/*",2
"VOL2730","WHITE/*/*",1
"ROSP0009","BLK/BLK/ORG/28.5/*",1
"ROSP0009","BLK/BLK/ORG/29.5/*",1
"ROSP0009","BLK/BLK/ORG/30.5/*",1
"ROSP0009","BLK/BLK/ORG/32.0/*",1
"ROSP0010","BLK/BLK/23.5/*",1
"ROSP0010","BLK/BLK/26.5/*",1
"ROSP0010","BLK/BLK/27.5/*",1
"ROSP0013","BLK/LIME/25.5/*",1
"ROSP0013","BLK/LIME/26.5/*",1
"ROSP0013","BLK/LIME/28.5/*",2
"ROSP0013","BLK/LIME/29.5/*",1
"ROSP0013","BLK/LIME/30.5/*",1
"ROSP0013","BLK/LIME/31.5/*",1
"ROSP0014","BLK/BLK/22.5/*",1
"ROSP0014","BLK/BLK/23.5/*",1
"ROSP0014","BLK/BLK/24.5/*",1
"ROSP0014","BLK/BLK/26.5/*",2
"ROSP0014","BLK/BLK/27.5/*",1
"RSKIBOOTKID","145/*/*",3
"RSKIBOOTKID","155/*/*",2
"RSKIBOOTKID","165/*/*",6
"RSKIBOOTKID","175/*/*",2
"RSKIBOOTKID","185/*/*",6
"RSKIBOOTKID","195/*/*",5
"RSKIBOOTKID15-1","STL-BLK/23.5/*",10
"RSKIBOOTKID15-1","STL-BLK/24.5/*",5
